code;syll_lang_swe;syll_lang_eng;content;goals_swe;goals_eng;eligibility;literature;exam_comments;req_for_grade;valid_from;equipment;instruction_lang;cycle;credits;title_swe;title_eng;grade_scale;department;examiner;n_exam_modules;n_course_subjects;ethics_keywords;n_rows;n_ilos;n_higher_grade_ilos;n_purpose_ilos;bloom_knowledge;bloom_comprehension;bloom_application;bloom_analysis;bloom_evaluation;bloom_synthesis;total_highest_bloom
HN2018;swedish;english;1;1;1;1;1;0;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Catherine Trask);3;0;0;6;5;0;0;0;2;2;1;0;0;3
HN2020;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Linda Rose);3;0;0;6;5;0;0;0;1;1;0;3;0;4
HN2021;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Andrea Eriksson);3;0;0;9;8;0;0;0;1;2;1;1;2;5
HN2022;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Malin Håkansson);4;0;0;7;6;0;0;0;1;0;1;4;0;4
HN2024;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Catherine Trask);3;0;0;6;6;0;0;0;2;2;0;1;1;5
HN205X;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;15.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Andrea Eriksson,Linda Rose,Mikael Forsman);1;0;0;7;6;0;0;2;0;1;1;2;0;4
HN206X;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;2;30.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Andrea Eriksson,Linda Rose,Mikael Forsman);1;0;0;7;6;0;0;1;0;1;1;2;1;5
HS1007;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Annika Gram);2;2;0;5;4;0;0;0;1;3;0;0;0;2
HS1013;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Annika Gram);2;1;0;5;3;0;0;0;0;2;0;1;0;4
HS1014;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Annika Gram);2;1;0;7;6;0;0;0;2;4;0;0;0;2
HS1020;swedish;NO_ENG_TEXT;1;1;0;1;0;0;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Zeev Bohbot);3;1;0;9;8;0;0;0;3;3;0;1;0;4
HS1021;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(John Leander);3;1;0;9;8;0;0;0;0;6;2;0;0;3
HS1725;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Magnus Helgesson);2;2;0;6;5;0;0;0;3;1;0;1;0;4
HS1733;swedish;NO_ENG_TEXT;1;1;0;0;0;1;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Annika Gram);2;2;0;5;4;0;0;0;1;1;0;2;0;4
HS2007;swedish;english;1;1;1;1;1;1;1;0;0;Engelska;2;9.0;1;1;AF;ABE/Ljusdesign;(Foteini Kyriakidou);2;1;0;6;5;0;0;0;0;0;0;1;2;5
HS2008;swedish;english;1;1;1;1;1;1;1;0;0;Engelska;2;12.0;1;1;AF;ABE/Ljusdesign;(Federico Favero);2;1;0;6;5;0;0;0;0;1;0;0;3;5
HS2009;swedish;english;1;1;1;1;1;1;1;0;0;Engelska;2;15.0;1;1;AF;ABE/Ljusdesign;(Gerhard Rehm);3;1;0;6;5;0;0;0;0;1;0;0;3;5
HS2010;swedish;english;1;1;1;1;1;1;1;0;0;Engelska;2;9.0;1;1;AF;ABE/Ljusdesign;(Ute Besenecker);2;1;0;5;4;0;0;0;0;3;0;0;1;5
HS202X;swedish;english;1;1;1;1;1;1;0;0;0;Engelska;2;30.0;1;1;AF;ABE/Ljusdesign;(Per Fransson);2;2;0;4;3;0;0;0;0;0;1;0;1;5
HT100X;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;15.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Nicklas Brandefelt);1;1;0;19;13;0;0;0;1;2;0;1;5;5
HT101X;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;15.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Elias Said);1;1;0;19;13;0;0;0;1;2;0;1;5;5
HT102X;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;1;15.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Peter Sillén);1;1;0;19;13;0;0;0;1;2;0;1;5;5
HU1000;swedish;english;1;1;1;0;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ITM/Produktionsutveckling Södertälje;(Claes Hansson);3;2;0;6;5;0;0;1;1;0;1;1;1;5
HU1801;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Peter Sillén);3;1;0;10;9;0;0;0;2;3;1;1;0;4
HU1903;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ITM/Produktionsutveckling Södertälje;(Bengt Wittgren);3;1;0;7;6;0;0;0;2;1;0;0;2;5
IA150X;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;1;15.0;1;1;PF;EECS/Datavetenskap;(Ahmed Hemani,Amir Hossein Payberah,Ana Rusu,Anders Hallén,Anders Västberg,Anne Håkansson,Artur Podobas,Benoit Baudry,Carl-Mikael Zetterling,Carlo Fischione,Cicek Cavdar,David Broman,Dejan Manojlo Kostic,Elena Dubrova,Emil Björnson,Fadil Galjic,Fredrik Kilander,Fredrik Lundevall,Gunnar Karlsson,Gunnar Malm,György Dán,Henrik Boström,Håkan Olsson,Ingo Sander,Jan Ingemar Markendahl,Joakim Lilliesköld,Johan Montelius,Johnny Öberg,Ki Won Sung,Kristina Höök,Leif Lindbäck,Marco Chiesa,Marina Petrova,Markus Hidell,Mathias Ekstedt,Matthias Becker,Mattias Hammar,Mihhail Matskin,Mikael Östling,Mira Kajko-Mattsson,Niharika Gauraha,Panagiotis Papadimitratos,Patric Dahlqvist,Peter Sjödin,Robert Rönngren,Rolf Stadler,Sarunas Girdzijauskas,Saul Rodriguez Duenas,Seif Haridi,Slimane Ben Slimane,Thomas Sjöland,Vladimir Vlassov,Voravit Tanyingyong,Zhonghai Lu);1;0;1;14;14;0;0;0;1;4;0;2;6;5
IA249X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Elektroteknik;(Ana Rusu,Anders Hallén,Anna Herland,Carl-Mikael Zetterling,Frank Niklaus,Gunnar Malm,Göran Stemme,Jiantong Li,Joachim Oberhammer,Kristinn Gylfason,Mattias Hammar,Mikael Östling,Niclas Roxhed,Qin Wang,Saul Rodriguez Duenas,Wouter Metsola van der Wijngaart);1;0;1;12;10;0;0;2;1;2;0;1;2;5
IA250X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Datavetenskap;(Ahmed Hemani,Amir Hossein Payberah,Ana Rusu,Anders Västberg,Anne Håkansson,Benoit Baudry,Carl-Mikael Zetterling,Carlo Fischione,Cicek Cavdar,David Broman,Dejan Manojlo Kostic,Elena Dubrova,Fredrik Kilander,Gunnar Malm,Henrik Boström,Håkan Olsson,Ingo Sander,Jan Ingemar Markendahl,Johan Montelius,Johnny Öberg,Ki Won Sung,Marco Chiesa,Marina Petrova,Markus Hidell,Mihhail Matskin,Mikael Östling,Mira Kajko-Mattsson,Panagiotis Papadimitratos,Peter Sjödin,Robert Rönngren,Saikat Chatterjee,Sarunas Girdzijauskas,Saul Rodriguez Duenas,Seif Haridi,Slimane Ben Slimane,Tino Weinkauf,Vladimir Vlassov,Zhonghai Lu);1;0;1;12;10;0;0;2;1;2;0;1;2;5
ID1018;swedish;english;1;1;1;0;0;1;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Datavetenskap;(Fredrik Kilander);2;1;1;8;7;0;0;0;1;0;1;1;4;5
ID1019;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Datavetenskap;(Johan Montelius);1;1;1;7;1;4;0;0;0;1;0;0;0;2
ID1021;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Datavetenskap;(Johan Montelius);1;0;1;10;6;0;2;0;1;0;0;1;4;5
ID1200;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;1;6.0;1;1;AF;EECS/Datavetenskap;(Amir Hossein Payberah);1;1;0;9;2;5;0;0;1;1;0;0;0;2
ID1206;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;1;7.5;1;1;AF;EECS/Datavetenskap;(Amir Hossein Payberah);2;1;1;10;3;5;0;0;1;1;0;0;1;5
ID1212;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Datavetenskap;(Sten Andersson);2;1;1;1;1;0;0;0;0;0;0;0;1;5
ID1217;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;1;7.5;1;1;AF;EECS/Datavetenskap;(Ahmad Al-Shishtawy,Vladimir Vlassov);2;2;1;10;6;0;2;0;0;0;0;5;1;5
ID1219;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;PF;EECS/Datavetenskap;(Mira Kajko-Mattsson);4;0;1;12;9;0;1;0;2;4;0;0;3;5
ID129V;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;7.5;1;1;PF;EECS/Datavetenskap;(Mira Kajko-Mattsson);4;0;0;12;9;0;1;0;2;5;0;0;2;5
ID2010;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Fredrik Kilander);2;0;1;5;4;0;0;1;1;1;0;0;1;5
ID2012;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Fredrik Kilander);3;0;1;21;8;0;0;0;0;0;0;4;4;5
ID2201;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Ahmad Al-Shishtawy,Vladimir Vlassov);2;1;1;8;7;0;0;0;3;0;0;3;1;5
ID2202;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(David Broman);1;0;1;8;4;0;1;0;1;3;0;0;0;2
ID2203;swedish;english;1;1;1;1;1;0;1;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Paris Carbone);2;1;1;7;4;0;0;0;2;0;0;0;0;1
ID2207;swedish;english;1;1;1;0;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Mihhail Matskin);2;0;1;3;2;0;0;0;0;0;0;1;1;5
ID2209;swedish;english;1;1;1;0;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Mihhail Matskin);2;0;1;3;2;0;0;0;0;0;0;1;1;5
ID2211;swedish;english;1;1;1;0;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Sarunas Girdzijauskas);2;0;1;4;3;0;0;0;1;0;0;0;2;5
ID2214;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Henrik Boström);2;0;1;3;2;0;0;0;0;0;0;1;1;5
ID2216;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Anders Västberg);2;2;1;12;6;0;4;0;1;2;0;0;3;5
ID2218;english;english;1;1;1;0;1;0;1;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Elena Dubrova);3;1;1;0;0;0;0;0;0;0;0;0;0;-1
ID2221;swedish;english;1;1;1;0;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Amir Hossein Payberah);2;1;1;8;6;0;0;0;1;3;2;0;0;3
ID2222;swedish;english;1;1;1;0;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Sarunas Girdzijauskas,Vladimir Vlassov);2;1;1;2;1;0;0;0;0;0;0;0;1;5
ID2223;swedish;english;1;1;1;0;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Amir Hossein Payberah);2;1;1;8;6;0;0;0;1;3;0;0;1;5
IE1202;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Elektroteknik;(Saul Rodriguez Duenas);2;1;1;22;13;7;0;1;3;4;1;1;3;5
IE1204;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Elektroteknik;(Carl-Mikael Zetterling);2;1;1;10;9;0;0;1;0;5;0;1;2;5
IE1205;swedish;english;1;1;1;0;0;0;1;0;0;Engelska;1;6.0;1;1;AF;EECS/Elektroteknik;(Ahmed Hemani);2;1;1;9;8;0;0;1;0;4;0;2;1;5
IE1206;swedish;english;1;1;1;0;1;0;0;0;0;Engelska;1;7.5;1;1;AF;EECS/Elektroteknik;(Per-Erik Hellström);2;1;1;9;7;0;0;0;2;2;2;0;1;5
IE1207;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;6.0;1;1;AF;EECS/Elektroteknik;(Saul Rodriguez Duenas);2;1;1;14;13;0;0;1;2;5;2;1;2;5
IE120V;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Elektroteknik;(Carl-Mikael Zetterling);3;0;1;8;7;0;0;0;2;3;0;1;1;5
IE1332;swedish;english;1;1;1;1;1;0;1;0;0;Svenska;1;7.5;1;1;AF;EECS/Elektroteknik;(Carl-Mikael Zetterling);3;1;1;14;13;0;0;0;1;3;0;4;5;5
IF1330;swedish;english;1;1;1;0;1;0;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Elektroteknik;(Per-Erik Hellström);2;2;1;6;5;0;0;0;2;2;1;0;0;3
IH262V;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Anders Hallén);3;0;0;6;5;0;0;0;1;1;1;1;1;5
IH2652;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Mattias Hammar);2;1;1;8;7;0;0;0;1;1;3;2;0;4
IH2653;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Gunnar Malm);1;1;1;6;5;0;0;0;0;3;1;0;1;5
IH2657;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Gunnar Malm);2;1;1;7;6;0;0;0;3;0;1;1;1;5
IH2659;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Mikael Östling);3;0;1;6;5;0;0;0;3;1;0;0;1;5
II1300;swedish;english;1;1;1;0;0;0;1;0;0;Svenska;1;7.5;1;1;PF;EECS/Datavetenskap;(Fredrik Lundevall);2;1;1;6;2;0;2;0;0;0;0;1;1;5
II1302;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;1;7.5;1;1;AF;EECS/Datavetenskap;(Voravit Tanyingyong);3;2;1;7;6;0;0;0;0;1;0;2;1;5
II1303;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;1;7.5;1;1;AF;EECS/Intelligenta system;(Slimane Ben Slimane);2;1;1;10;9;0;0;0;3;2;3;0;1;5
II1305;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;PF;EECS/Datavetenskap;(Fredrik Lundevall);1;1;1;3;2;0;0;0;0;1;0;1;0;4
II1306;swedish;english;1;1;1;0;1;1;0;0;0;Svenska;1;1.5;1;1;PF;EECS/Datavetenskap;(Robert Rönngren);1;0;1;5;4;0;0;0;0;1;0;0;3;5
II1307;swedish;english;1;1;1;0;0;1;0;0;0;Svenska;1;1.5;1;1;PF;EECS/Datavetenskap;(Robert Rönngren);1;0;1;3;2;0;0;0;0;0;0;0;2;5
II142X;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;1;15.0;1;1;PF;EECS/Datavetenskap;(Ahmed Hemani,Ana Rusu,Anders Hallén,Anders Västberg,Anne Håkansson,Artur Podobas,Benoit Baudry,Carl-Mikael Zetterling,David Broman,Dejan Manojlo Kostic,Elena Dubrova,Emil Björnson,Fadil Galjic,Fredrik Kilander,Fredrik Lundevall,Gunnar Malm,Henrik Boström,Håkan Olsson,Ingo Sander,Jan Ingemar Markendahl,Johan Montelius,Johnny Öberg,Ki Won Sung,Leif Lindbäck,Marina Petrova,Markus Hidell,Mathias Ekstedt,Matthias Becker,Mattias Hammar,Mihhail Matskin,Mikael Östling,Mira Kajko-Mattsson,Niharika Gauraha,Panagiotis Papadimitratos,Patric Dahlqvist,Peter Sjödin,Pontus Johnson,Robert Rönngren,Sarunas Girdzijauskas,Saul Rodriguez Duenas,Seif Haridi,Slimane Ben Slimane,Thomas Sjöland,Vladimir Vlassov,Voravit Tanyingyong,Zhonghai Lu);1;1;1;8;6;0;0;0;1;1;1;0;3;5
II143X;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;1;15.0;1;1;PF;EECS/Datavetenskap;(Ahmed Hemani,Amir Hossein Payberah,Ana Rusu,Anders Hallén,Anders Västberg,Anne Håkansson,Artur Podobas,Arvind Kumar,Benoit Baudry,Carl-Mikael Zetterling,Carlo Fischione,Cicek Cavdar,David Broman,Dejan Manojlo Kostic,Elena Dubrova,Emil Björnson,Fadil Galjic,Fredrik Kilander,Fredrik Lundevall,Gunnar Malm,Henrik Boström,Håkan Olsson,Ingo Sander,Jan Ingemar Markendahl,Joakim Lilliesköld,Johan Montelius,Johnny Öberg,Ki Won Sung,Marco Chiesa,Marina Petrova,Markus Hidell,Mathias Ekstedt,Mattias Hammar,Mihhail Matskin,Mikael Östling,Ming Xiao,Mira Kajko-Mattsson,Mykola Ivchenko,Niharika Gauraha,Panagiotis Papadimitratos,Patric Dahlqvist,Pawel Herman,Peter Sjödin,Robert Rönngren,Sarunas Girdzijauskas,Saul Rodriguez Duenas,Seif Haridi,Slimane Ben Slimane,Sonja Buchegger,Thomas Sjöland,Vladimir Vlassov,Voravit Tanyingyong,Zhonghai Lu);1;1;1;14;14;0;0;0;1;4;0;2;6;5
II2202;swedish;english;1;1;1;1;1;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Wouter Metsola van der Wijngaart);1;2;1;8;6;0;0;0;2;2;0;1;1;5
II2206;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Ki Won Sung);2;0;1;11;6;3;0;0;0;0;0;3;2;5
II2210;swedish;english;1;1;1;0;0;0;0;0;0;Engelska;2;1.5;1;1;PF;EECS/Datavetenskap;(Voravit Tanyingyong);1;0;1;3;2;0;0;0;2;0;0;0;0;1
II2211;swedish;english;1;1;1;0;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Masoumeh Ebrahimi);2;0;0;8;6;0;0;1;0;0;0;3;2;5
II2302;english;english;1;1;1;0;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Saul Rodriguez Duenas);2;0;1;0;0;0;0;0;0;0;0;0;0;-1
IK1203;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Datavetenskap;(Peter Sjödin);3;1;1;15;11;0;2;0;3;1;1;2;4;5
IK1330;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;1;7.5;1;1;AF;EECS/Datavetenskap;(Anders Västberg);3;2;1;14;7;5;0;0;4;2;0;1;0;4
IK1332;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;1;7.5;1;1;AF;EECS/Datavetenskap;(Cicek Cavdar);2;0;1;12;5;5;0;0;3;0;0;1;1;5
IK2200;swedish;english;1;1;1;0;0;0;1;0;0;Engelska;2;15.0;1;1;AF;EECS/Datavetenskap;(Dejan Manojlo Kostic);1;2;1;9;6;0;1;0;0;2;0;0;3;5
IK2206;english;english;1;1;1;1;1;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Peter Sjödin);3;0;1;0;0;0;0;0;0;0;0;0;0;-1
IK2215;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Markus Hidell);3;0;1;7;3;2;0;0;2;0;0;0;1;5
IK2217;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Marco Chiesa);4;1;1;14;9;0;3;0;3;3;0;1;2;5
IK2218;swedish;english;1;1;1;1;1;0;0;0;0;Engelska;2;6.0;1;1;AF;EECS/Datavetenskap;(Peter Sjödin);3;1;1;10;9;0;0;0;7;0;0;1;1;5
IK2220;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Dejan Manojlo Kostic);3;1;1;15;13;0;0;0;6;4;0;1;0;4
IK2507;english;english;1;1;1;1;1;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Slimane Ben Slimane);2;0;1;0;0;0;0;0;0;0;0;0;0;-1
IK2508;english;english;1;1;1;1;1;1;1;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Slimane Ben Slimane);1;0;1;0;0;0;0;0;0;0;0;0;0;-1
IK2510;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Cicek Cavdar);2;1;1;4;3;0;0;0;0;2;1;0;0;3
IK254U;swedish;english;1;1;1;0;0;1;0;0;0;Engelska;2;4.5;1;1;PF;EECS/Datavetenskap;(Slimane Ben Slimane);2;0;0;5;3;0;0;0;2;1;0;0;0;2
IK255U;swedish;english;1;1;1;0;0;0;1;0;0;Engelska;2;3.0;1;1;PF;EECS/Datavetenskap;(Slimane Ben Slimane);2;0;0;3;2;0;0;0;2;0;0;0;0;1
IK2560;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Emil Björnson);2;1;1;8;7;0;0;0;4;0;0;1;0;4
IL1331;swedish;english;1;1;1;1;1;0;0;0;0;Engelska;1;7.5;1;1;AF;EECS/Elektroteknik;(Ahmed Hemani);2;2;0;8;7;0;0;0;0;2;0;1;3;5
IL1332;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;1;7.5;1;1;AF;EECS/Elektroteknik;(Ahmed Hemani);2;0;0;4;3;0;0;0;0;0;0;0;3;5
IL1333;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;1;7.5;1;1;AF;EECS/Elektroteknik;(Elena Dubrova);3;1;1;7;6;0;0;0;1;0;1;3;1;5
IL142X;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;15.0;1;1;PF;EECS/Elektroteknik;(Ahmed Hemani,Ana Rusu,Anders Hallén,Anders Västberg,Anne Håkansson,Benoit Baudry,Carl-Mikael Zetterling,David Broman,Dejan Manojlo Kostic,Elena Dubrova,Fadil Galjic,Fredrik Kilander,Fredrik Lundevall,Gunnar Malm,Henrik Boström,Håkan Olsson,Ingo Sander,Jan Ingemar Markendahl,Johan Montelius,Johnny Öberg,Marina Petrova,Markus Hidell,Mathias Ekstedt,Matthias Becker,Mattias Hammar,Mihhail Matskin,Mikael Östling,Mira Kajko-Mattsson,Patric Dahlqvist,Peter Sjödin,Pontus Johnson,Robert Rönngren,Sarunas Girdzijauskas,Saul Rodriguez Duenas,Seif Haridi,Slimane Ben Slimane,Thomas Sjöland,Vladimir Vlassov,Zhonghai Lu);1;1;1;19;13;0;0;0;1;2;0;1;5;5
IL2203;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;9.0;1;1;AF;EECS/Elektroteknik;(Ahmed Hemani);4;0;0;10;9;0;0;0;5;1;1;0;2;5
IL2206;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Ingo Sander);2;0;1;6;4;0;0;0;1;1;1;0;1;5
IL2212;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Ingo Sander);2;0;1;5;4;0;0;0;0;4;0;0;0;2
IL2219;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Håkan Olsson);2;1;1;3;1;0;0;0;1;0;0;0;0;1
IL2225;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Ahmed Hemani);3;1;1;13;8;0;0;0;1;3;1;0;1;5
IL2230;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Zhonghai Lu);2;0;1;10;6;0;2;0;1;1;1;3;0;4
IL2231;swedish;english;1;1;1;0;0;0;1;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Jiantong Li);2;0;1;10;8;0;0;0;1;1;0;3;1;5
IL2232;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;15.0;1;1;PF;EECS/Elektroteknik;(Zhonghai Lu);2;0;1;6;5;0;0;0;1;1;0;0;3;5
IL2233;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;PF;EECS/Elektroteknik;(Zhonghai Lu);3;0;1;6;4;0;0;0;0;3;0;0;1;5
IL2234;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;9.0;1;1;AF;EECS/Elektroteknik;(Ahmed Hemani);4;0;0;5;4;0;0;0;0;0;0;1;3;5
IL2236;swedish;english;1;1;1;1;1;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Masoumeh Ebrahimi);2;1;1;7;6;0;0;0;0;2;0;2;2;5
IL2237;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Carl-Mikael Zetterling);2;1;1;11;9;0;0;0;0;2;3;0;4;5
IL2238;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Ana Rusu);2;1;1;8;5;0;1;0;0;2;0;1;2;5
IL2239;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Ana Rusu);2;1;1;14;10;0;2;1;3;2;3;0;1;5
IL2240;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;EECS/Elektroteknik;(Gunnar Malm);3;0;1;7;6;0;0;0;3;2;1;0;0;3
IS1200;swedish;english;1;1;1;0;0;0;0;0;0;Engelska;1;7.5;1;1;AF;EECS/Datavetenskap;(Marco Chiesa);2;1;1;8;6;0;0;0;1;0;2;1;2;5
IS1300;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;EECS/Elektroteknik;(Matthias Becker);2;1;1;13;12;0;0;0;3;3;0;1;5;5
IS1500;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;9.0;1;1;AF;EECS/Datavetenskap;(Artur Podobas);3;1;1;9;7;0;0;0;1;0;3;1;2;5
